gfx,cu_num,M,N,K,q_dtype_w,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1024,16384,2048,torch.float8_e4m3fn,flydsl,927,0,47.073,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x1_default,1459.85,1470.18,0.0
gfx950,256,1024,16384,4096,torch.float8_e4m3fn,ck,107,0,77.2916,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_4x4x1_1x1_intrawave_v3,1778.19,1356.65,0.0
gfx950,256,1024,16384,6656,torch.float8_e4m3fn,ck,33,0,104.7702,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2131.7,1426.19,0.0
gfx950,256,1024,16384,8192,torch.float8_e4m3fn,cktile,154,0,121.4869,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_256x256x128_1x4x1_16x16x128_default,2262.61,1450.04,0.0
gfx950,256,1024,16384,13312,torch.float8_e4m3fn,cktile,155,0,176.2123,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2534.88,1505.51,0.0
gfx950,256,1024,16384,26624,torch.float8_e4m3fn,cktile,155,0,314.8139,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2837.72,1578.79,0.0
gfx950,256,2048,16384,2048,torch.float8_e4m3fn,flydsl,601,0,80.3525,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x1x0x1_default,1710.45,1304.97,0.0
gfx950,256,2048,16384,4096,torch.float8_e4m3fn,flydsl,979,0,134.1836,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,2048.52,1062.77,0.0
gfx950,256,2048,16384,6656,torch.float8_e4m3fn,ck,33,0,194.6083,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2295.26,975.25,0.0
gfx950,256,2048,16384,8192,torch.float8_e4m3fn,ck,33,0,230.0845,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2389.36,947.93,0.0
gfx950,256,2048,16384,13312,torch.float8_e4m3fn,cktile,155,0,339.3213,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2632.76,920.88,0.0
gfx950,256,2048,16384,26624,torch.float8_e4m3fn,cktile,154,0,604.2855,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_256x256x128_1x4x1_16x16x128_default,2956.73,923.14,0.0
gfx950,256,4096,16384,2048,torch.float8_e4m3fn,flydsl,601,0,147.6909,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x1x0x1_default,1861.17,1192.77,0.0
gfx950,256,4096,16384,4096,torch.float8_e4m3fn,flydsl,979,0,241.7976,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,2273.62,902.01,0.0
gfx950,256,4096,16384,6656,torch.float8_e4m3fn,flydsl,825,0,365.2692,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2445.74,740.64,0.0
gfx950,256,4096,16384,8192,torch.float8_e4m3fn,flydsl,979,0,432.8399,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,2540.23,697.69,0.0
gfx950,256,4096,16384,13312,torch.float8_e4m3fn,cktile,155,0,665.018,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2686.7,611.78,0.0
gfx950,256,4096,16384,26624,torch.float8_e4m3fn,cktile,155,0,1192.4676,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2996.65,569.81,0.0
gfx950,256,8192,16384,2048,torch.float8_e4m3fn,flydsl,979,0,292.9922,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,1876.35,1087.97,0.0
gfx950,256,8192,16384,4096,torch.float8_e4m3fn,flydsl,979,0,467.2444,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,2353.18,789.95,0.0
gfx950,256,8192,16384,6656,torch.float8_e4m3fn,flydsl,825,0,720.0273,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2481.44,600.0,0.0
gfx950,256,8192,16384,8192,torch.float8_e4m3fn,flydsl,825,0,855.8274,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2569.47,548.9,0.0
gfx950,256,8192,16384,13312,torch.float8_e4m3fn,cktile,155,0,1317.2113,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2712.86,452.16,0.0
gfx950,256,8192,16384,26624,torch.float8_e4m3fn,cktile,10,0,2446.191,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2921.61,377.22,0.0
gfx950,256,16384,16384,2048,torch.float8_e4m3fn,flydsl,979,0,573.0956,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,1918.55,1053.89,0.0
gfx950,256,16384,16384,4096,torch.float8_e4m3fn,flydsl,979,0,945.5081,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,2325.76,709.77,0.0
gfx950,256,16384,16384,6656,torch.float8_e4m3fn,flydsl,825,0,1434.0728,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2491.79,526.45,0.0
gfx950,256,16384,16384,8192,torch.float8_e4m3fn,cktile,115,0,1706.7491,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_96x256x128_1x4x1_16x16x128_default,2576.86,471.84,0.0
gfx950,256,16384,16384,13312,torch.float8_e4m3fn,cktile,10,0,2589.7115,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2759.7,375.75,0.0
gfx950,256,16384,16384,26624,torch.float8_e4m3fn,cktile,155,0,4846.7561,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2949.12,290.77,0.0
gfx950,256,32768,16384,2048,torch.float8_e4m3fn,ck,143,0,1121.2198,a8w8_bpreshuffle_256x192x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1961.28,1047.44,0.0
gfx950,256,32768,16384,4096,torch.float8_e4m3fn,flydsl,979,0,1893.374,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,2322.86,673.44,0.0
gfx950,256,32768,16384,6656,torch.float8_e4m3fn,cktile,115,0,2831.5792,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_96x256x128_1x4x1_16x16x128_default,2523.97,494.74,0.0
gfx950,256,32768,16384,8192,torch.float8_e4m3fn,cktile,115,0,3423.2243,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_96x256x128_1x4x1_16x16x128_default,2569.53,431.29,0.0
gfx950,256,32768,16384,13312,torch.float8_e4m3fn,cktile,10,0,5107.7843,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2798.41,338.32,0.0
gfx950,256,32768,16384,26624,torch.float8_e4m3fn,cktile,155,0,9941.6576,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2875.51,239.63,0.0
gfx950,256,1,26624,16384,torch.float8_e4m3fn,flydsl,1138,0,75.2625,flydsl_bpreshuflle_16x64x256_F8_F8_B16_0x3x0x1_default,11.59,5796.74,0.0
gfx950,256,16,26624,16384,torch.float8_e4m3fn,flydsl,0,0,75.7716,flydsl_bpreshuflle_16x64x256_F8_F8_B16_0x0x0x1_default,184.22,5771.58,0.0
gfx950,256,32,26624,16384,torch.float8_e4m3fn,flydsl,1317,0,77.5854,flydsl_bpreshuflle_32x64x256_F8_F8_B16_0x4x0x2_default,359.83,5651.01,0.0
gfx950,256,64,26624,16384,torch.float8_e4m3fn,flydsl,377,0,79.7028,flydsl_bpreshuflle_64x128x256_F8_F8_B16_0x1x0x2_default,700.53,5528.84,0.0
gfx950,256,128,26624,16384,torch.float8_e4m3fn,flydsl,1418,0,97.1275,flydsl_bpreshuflle_128x128x256_F8_F8_B16_1x4x0x2_default,1149.72,4582.85,0.0
gfx950,256,256,26624,16384,torch.float8_e4m3fn,ck,154,0,131.4447,a8w8_bpreshuffle_256x128x256x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1699.1,3454.18,0.0
gfx950,256,512,26624,16384,torch.float8_e4m3fn,cktile,155,0,195.1564,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2288.81,2417.85,0.0
gfx950,256,1024,26624,16384,torch.float8_e4m3fn,cktile,154,0,369.4329,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_256x256x128_1x4x1_16x16x128_default,2418.17,1373.76,0.0
gfx950,256,2048,26624,16384,torch.float8_e4m3fn,cktile,13,0,731.002,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_256x128x128_1x4x1_16x16x128_default,2444.19,791.81,0.0
gfx950,256,4096,26624,16384,torch.float8_e4m3fn,cktile,10,0,1328.8625,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2689.08,542.89,0.0
gfx950,256,8192,26624,16384,torch.float8_e4m3fn,cktile,155,0,2500.8282,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2857.78,402.52,0.0
gfx950,256,16384,26624,16384,torch.float8_e4m3fn,cktile,10,0,4993.8298,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2862.26,315.8,0.0
gfx942,304,64,1536,5120,torch.int8,asm,0,1,16.7759,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_16x128E,60.0,500.04,0.0
gfx942,304,64,5120,1280,torch.int8,asm,0,1,7.7424,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_16x128E,108.35,941.68,0.0
gfx942,304,128,1536,5120,torch.int8,asm,0,1,17.9602,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_16x128E,112.1,496.26,0.0
gfx942,304,128,5120,1280,torch.int8,asm,1,1,8.5797,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_32x128E,195.55,935.72,0.0
gfx942,304,256,1536,5120,torch.int8,asm,0,1,17.6791,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_16x128E,227.76,563.46,0.0
gfx942,304,256,5120,1280,torch.int8,asm,2,1,9.2104,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_48x128E,364.31,1031.74,0.0
gfx942,304,512,1536,5120,torch.int8,asm,1,1,18.7067,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_32x128E,430.49,644.62,0.0
gfx942,304,512,5120,1280,torch.int8,asm,4,1,11.2508,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_80x128E,596.48,1106.75,0.0
gfx942,304,1024,1536,5120,torch.int8,asm,2,1,21.0125,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_48x128E,766.5,773.49,0.0
gfx942,304,1024,5120,1280,torch.int8,asm,6,1,18.2637,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,734.89,1004.73,0.0
gfx942,304,1664,1536,5120,torch.int8,asm,4,1,27.6261,_ZN5aiter41I8gemm_bf16_perTokenI8_BpreShuffle_80x128E,947.38,778.1,0.0
gfx942,304,1664,5120,1280,torch.int8,asm,6,1,21.5241,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1013.3,1195.07,0.0
gfx942,304,4096,1536,5120,torch.int8,asm,6,1,63.8361,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1009.22,648.83,0.0
gfx942,304,4096,5120,1280,torch.int8,asm,6,1,58.5804,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,916.47,917.36,0.0
gfx942,304,8192,1536,5120,torch.int8,asm,6,1,128.8567,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,999.94,581.83,0.0
gfx942,304,8192,5120,1280,torch.int8,asm,6,1,105.657,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1016.25,955.22,0.0
gfx942,304,10240,1536,5120,torch.int8,asm,6,1,142.1441,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1133.08,645.47,0.0
gfx942,304,10240,5120,1280,torch.int8,asm,6,1,133.9571,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1001.95,929.54,0.0
gfx942,304,12288,1536,5120,torch.int8,asm,7,1,185.0056,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_128x128E,1044.69,586.62,0.0
gfx942,304,12288,5120,1280,torch.int8,asm,6,1,153.8919,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1046.59,962.44,0.0
gfx942,304,16384,1536,5120,torch.int8,asm,6,1,211.7054,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1217.25,671.13,0.0
gfx942,304,16384,5120,1280,torch.int8,asm,6,1,195.4489,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1098.74,999.22,0.0
gfx942,304,20480,1536,5120,torch.int8,asm,6,1,271.7016,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1185.57,646.43,0.0
gfx942,304,20480,5120,1280,torch.int8,asm,6,1,245.7639,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1092.25,986.65,0.0
gfx942,304,24576,1536,5120,torch.int8,asm,6,1,328.3654,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1177.19,637.07,0.0
gfx942,304,24576,5120,1280,torch.int8,asm,6,1,290.5831,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1108.54,996.85,0.0
gfx942,304,30720,1536,5120,torch.int8,asm,6,1,402.8387,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1199.45,644.23,0.0
gfx942,304,30720,5120,1280,torch.int8,asm,6,1,361.4235,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1114.08,997.3,0.0
gfx942,304,32768,1536,5120,torch.int8,asm,6,1,406.391,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1268.23,679.89,0.0
gfx942,304,32768,5120,1280,torch.int8,asm,6,1,379.1231,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1132.87,1012.97,0.0
gfx942,304,40960,1536,5120,torch.int8,asm,6,1,525.9013,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1225.03,652.99,0.0
gfx942,304,40960,5120,1280,torch.int8,asm,6,1,475.7676,_ZN5aiter42I8gemm_bf16_perTokenI8_BpreShuffle_112x256E,1128.43,1005.56,0.0
gfx950,256,32768,26624,16384,torch.float8_e4m3fn,cktile,10,0,10041.205,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2847.0,270.68,0.0
gfx950,256,1,51200,5120,torch.float8_e4m3fn,flydsl,26,0,44.5486,flydsl_bpreshuflle_16x256x512_F8_F8_B16_0x0x0x2_default,11.77,5886.86,0.0
gfx950,256,16,51200,5120,torch.float8_e4m3fn,flydsl,26,0,45.3929,flydsl_bpreshuflle_16x256x512_F8_F8_B16_0x0x0x2_default,184.8,5812.9,0.0
gfx950,256,32,51200,5120,torch.float8_e4m3fn,flydsl,918,0,47.6289,flydsl_bpreshuflle_32x128x256_F8_F8_B16_1x2x0x1_default,352.25,5576.12,0.0
gfx950,256,64,51200,5120,torch.float8_e4m3fn,flydsl,463,0,50.7771,flydsl_bpreshuflle_64x256x128_F8_F8_B16_1x1x0x2_default,660.82,5298.16,0.0
gfx950,256,128,51200,5120,torch.float8_e4m3fn,flydsl,155,0,60.4343,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x0x0x2_default,1110.44,4565.4,0.0
gfx950,256,256,51200,5120,torch.float8_e4m3fn,flydsl,825,0,88.2861,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,1520.26,3281.03,0.0
gfx950,256,512,51200,5120,torch.float8_e4m3fn,flydsl,825,0,154.5155,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,1737.27,2052.83,0.0
gfx950,256,1024,51200,5120,torch.float8_e4m3fn,flydsl,825,0,258.4335,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2077.4,1440.39,0.0
gfx950,256,2048,51200,5120,torch.float8_e4m3fn,flydsl,825,0,484.2625,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2217.27,996.04,0.0
gfx950,256,4096,51200,5120,torch.float8_e4m3fn,flydsl,825,0,896.4303,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2395.59,783.72,0.0
gfx950,256,8192,51200,5120,torch.float8_e4m3fn,flydsl,825,0,1732.5641,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2478.97,659.69,0.0
gfx950,256,16384,51200,5120,torch.float8_e4m3fn,flydsl,825,0,3450.4561,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2489.51,586.52,0.0
gfx950,256,32768,51200,5120,torch.float8_e4m3fn,flydsl,825,0,7359.6237,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2334.34,514.34,0.0
gfx950,256,1,53248,16384,torch.float8_e4m3fn,ck,7,0,149.1782,a8w8_bpreshuffle_256x16x256x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,11.7,5848.97,0.0
gfx950,256,16,53248,16384,torch.float8_e4m3fn,ck,7,0,149.5025,a8w8_bpreshuffle_256x16x256x512_16x16_16x16_32x8x1_32x8x1_1x16x1x16_8x8x1_1x2_intrawave_v1,186.73,5848.61,0.0
gfx950,256,32,53248,16384,torch.float8_e4m3fn,flydsl,1023,0,149.5234,flydsl_bpreshuflle_32x256x128_F8_F8_B16_0x3x0x2_default,373.42,5860.94,0.0
gfx950,256,64,53248,16384,torch.float8_e4m3fn,flydsl,48,0,152.6856,flydsl_bpreshuflle_64x256x128_F8_F8_B16_0x0x0x2_default,731.37,5765.31,0.0
gfx950,256,128,53248,16384,torch.float8_e4m3fn,flydsl,155,0,169.9609,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x0x0x2_default,1314.06,5225.58,0.0
gfx950,256,256,53248,16384,torch.float8_e4m3fn,cktile,154,0,225.5251,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x3_256x256x128_1x4x1_16x16x128_default,1980.61,4007.86,0.0
gfx950,256,512,53248,16384,torch.float8_e4m3fn,cktile,155,0,382.9747,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2332.67,2442.28,0.0
gfx950,256,1024,53248,16384,torch.float8_e4m3fn,cktile,13,0,751.8658,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x2_256x128x128_1x4x1_16x16x128_default,2376.36,1327.69,0.0
gfx950,256,2048,53248,16384,torch.float8_e4m3fn,cktile,10,0,1326.5153,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2693.83,847.39,0.0
gfx950,256,4096,53248,16384,torch.float8_e4m3fn,cktile,155,0,2515.1053,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x4_256x256x128_1x4x1_16x16x128_default,2841.56,546.99,0.0
gfx950,256,8192,53248,16384,torch.float8_e4m3fn,cktile,10,0,4995.5375,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2861.28,376.15,0.0
gfx950,256,16384,53248,16384,torch.float8_e4m3fn,cktile,10,0,10019.6764,a8w8_bpreshuffle_cktile_0x0x8x4x1x0x0x0x0x1_256x256x128_1x4x1_16x16x128_default,2853.12,288.0,0.0
gfx950,256,32768,53248,16384,torch.float8_e4m3fn,ck,107,0,20797.6873,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_4x4x1_1x1_intrawave_v3,2749.08,235.55,0.0
gfx950,256,1,57344,8192,torch.float8_e4m3fn,flydsl,254,0,77.9504,flydsl_bpreshuflle_16x256x512_F8_F8_B16_1x0x0x1_default,12.05,6028.0,0.0
gfx950,256,16,57344,8192,torch.float8_e4m3fn,flydsl,88,0,78.2705,flydsl_bpreshuflle_16x256x512_F8_F8_B16_1x0x0x1_default,192.06,6026.9,0.0
gfx950,256,32,57344,8192,torch.float8_e4m3fn,flydsl,1499,0,81.879,flydsl_bpreshuflle_32x128x128_F8_F8_B16_1x4x0x1_default,367.19,5785.3,0.0
gfx950,256,64,57344,8192,torch.float8_e4m3fn,flydsl,381,0,83.2587,flydsl_bpreshuflle_64x256x256_F8_F8_B16_0x1x0x2_default,722.2,5736.65,0.0
gfx950,256,128,57344,8192,torch.float8_e4m3fn,flydsl,72,0,93.9295,flydsl_bpreshuflle_128x256x128_F8_F8_B16_0x0x0x2_default,1280.31,5168.67,0.0
gfx950,256,256,57344,8192,torch.float8_e4m3fn,ck,33,0,134.0184,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,1794.67,3739.93,0.0
gfx950,256,512,57344,8192,torch.float8_e4m3fn,ck,33,0,225.9295,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2129.14,2357.71,0.0
gfx950,256,1024,57344,8192,torch.float8_e4m3fn,flydsl,825,0,419.9967,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2290.67,1418.09,0.0
gfx950,256,2048,57344,8192,torch.float8_e4m3fn,ck,33,0,782.0667,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2460.33,922.45,0.0
gfx950,256,4096,57344,8192,torch.float8_e4m3fn,flydsl,979,0,1486.3101,flydsl_bpreshuflle_128x256x128_F8_F8_B16_1x2x0x2_default,2589.16,654.69,0.0
gfx950,256,8192,57344,8192,torch.float8_e4m3fn,flydsl,825,0,2916.8532,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2638.66,506.16,0.0
gfx950,256,16384,57344,8192,torch.float8_e4m3fn,flydsl,825,0,5899.997,flydsl_bpreshuflle_256x128x128_F8_F8_B16_1x2x0x2_default,2609.01,420.85,0.0
gfx950,256,32768,57344,8192,torch.float8_e4m3fn,ck,33,0,12218.2137,a8w8_bpreshuffle_256x256x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,2519.71,368.0,0.0
gfx1250,256,16,2112,7168,torch.float8_e4m3fn,flydsl,9,0,7.4638,flydsl_bpreshuffle_wmma_t16x64x512_mw1_nw2_nb4_sk1_cm1_cn1,64.91,2052.72,0.0103
gfx1250,256,32,2112,7168,torch.float8_e4m3fn,flydsl,10,0,7.5824,flydsl_bpreshuffle_wmma_t32x64x512_mw2_nw2_nb4_sk1_cm1_cn1,127.78,2044.65,0.0097
gfx1250,256,64,2112,7168,torch.float8_e4m3fn,flydsl,10,0,7.8757,flydsl_bpreshuffle_wmma_t32x64x512_mw2_nw2_nb4_sk1_cm1_cn1,246.04,2014.79,0.0098
gfx1250,256,128,2112,7168,torch.float8_e4m3fn,flydsl,11,0,8.326,flydsl_bpreshuffle_wmma_t64x64x512_mw1_nw2_nb4_sk1_cm1_cn1,465.47,1993.39,0.0096
gfx1250,256,256,2112,7168,torch.float8_e4m3fn,flydsl,19,0,25.7514,flydsl_bpreshuffle_wmma_t256x192x128_mw1_nw2_nb4_sk1_cm1_cn1,301.0,701.13,0.0098
gfx1250,256,512,2112,7168,torch.float8_e4m3fn,flydsl,398,0,40.0855,flydsl_bpreshuffle_wmma_t256x192x128_mw2_nw2_nb4_sk1_cm1_cn1,386.73,523.17,0.0098
gfx1250,256,1024,2112,7168,torch.float8_e4m3fn,flydsl,398,0,68.7538,flydsl_bpreshuffle_wmma_t256x192x128_mw2_nw2_nb4_sk1_cm1_cn1,450.95,389.86,0.0096
gfx1250,256,2048,2112,7168,torch.float8_e4m3fn,flydsl,398,0,126.0903,flydsl_bpreshuffle_wmma_t256x192x128_mw2_nw2_nb4_sk1_cm1_cn1,491.78,305.1,0.0098
gfx1250,256,4096,2112,7168,torch.float8_e4m3fn,flydsl,398,0,240.7634,flydsl_bpreshuffle_wmma_t256x192x128_mw2_nw2_nb4_sk1_cm1_cn1,515.1,256.69,0.0098
gfx1250,256,8192,2112,7168,torch.float8_e4m3fn,flydsl,398,0,470.1095,flydsl_bpreshuffle_wmma_t256x192x128_mw2_nw2_nb4_sk1_cm1_cn1,527.61,230.72,0.0098
gfx1250,256,16384,2112,7168,torch.float8_e4m3fn,flydsl,398,0,470.1095,flydsl_bpreshuffle_wmma_t256x192x128_mw2_nw2_nb4_sk1_cm1_cn1,527.61,230.72,0.0098
gfx1250,256,32768,2112,7168,torch.float8_e4m3fn,flydsl,398,0,470.1095,flydsl_bpreshuffle_wmma_t256x192x128_mw2_nw2_nb4_sk1_cm1_cn1,527.61,230.72,0.0098
gfx1250,256,16,7168,16384,torch.float8_e4m3fn,flydsl,3,0,30.6273,flydsl_bpreshuffle_wmma_t16x64x512_mw1_nw2_nb4_sk1_cm1_cn1,122.7,3850.55,0.0243
gfx1250,256,32,7168,16384,torch.float8_e4m3fn,flydsl,500,0,31.9644,flydsl_bpreshuffle_wmma_t32x64x512_mw1_nw2_nb4_sk1_cm1_cn1,235.14,3704.86,0.0237
gfx1250,256,64,7168,16384,torch.float8_e4m3fn,flydsl,1,0,49.3665,flydsl_bpreshuffle_wmma_t64x64x512_mw1_nw2_nb4_sk1_cm1_cn1,76.13,2388.91,0.0243
gfx1250,256,128,7168,16384,torch.float8_e4m3fn,flydsl,500,0,32.7604,flydsl_bpreshuffle_wmma_t128x256x128_mw1_nw2_nb4_sk1_cm1_cn1,917.72,3704.86,0.0237
gfx1250,256,256,7168,16384,torch.float8_e4m3fn,flydsl,500,0,33.8217,flydsl_bpreshuffle_wmma_t256x256x128_mw1_nw2_nb4_sk1_cm1_cn1,1777.84,3704.86,0.0237
gfx1250,256,512,7168,16384,torch.float8_e4m3fn,flydsl,500,0,51.8551,flydsl_bpreshuffle_wmma_t256x256x128_mw2_nw2_nb4_sk1_cm1_cn1,2319.14,2568.1,0.0237
gfx1250,256,1024,7168,16384,torch.float8_e4m3fn,flydsl,500,0,92.0588,flydsl_bpreshuffle_wmma_t256x256x128_mw2_nw2_nb4_sk1_cm1_cn1,2612.66,1617.42,0.0237
